priority,merchant_sku,product_name,source_product_url,image_source_url,source_type,identity_match,review_status,downloaded_at,normalized_file,mime,width,height,bytes,sha256,notes
121,ARD-4802,,https://www.lattafa-usa.com/products/khamrah-3pcs-gift-set,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/ce143305a3c94d56a3c86db375bd6456_tplv-fhlh96nyum-origin-jpeg.jpg?v=1764633415,official_distributor,YES,APPROVED,2026-08-05T13:04:39.356457Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4802.webp,image/webp,1200,1200,83576,57550C02FF8C81919DEAE60B21AD9E9C3BB126CC17CDA805BDF31CD74F05BAC8,Khamrah gift set
122,ARD-4919,,https://www.lattafa-usa.com/products/petra,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_6e8e4461-9e8c-4346-b7aa-87769f89fad6.png?v=1749465674,official_distributor,YES,APPROVED,2026-08-05T13:04:41.885050Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4919.webp,image/webp,1200,1200,31982,182D73BED6DB3F90FA2B902C32B2CF547089FC8B6D632AE484FEDDC42EE662DB,Petra
123,ARD-4921,,https://www.lattafa-usa.com/products/asad-collection-4x25ml,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/IMG-7082.png?v=1769952439,official_distributor,YES,APPROVED,2026-08-05T13:04:42.779153Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4921.webp,image/webp,1200,1200,44430,43FC0A320C8EE5463FAE1ACF1EAC5A8B5D237807242456EC80B76FA497A39D68,Asad Collection 4x25
124,ARD-4997,,https://www.lattafa-usa.com/products/angham-second-song,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/IMG-7057.png?v=1769925903,official_distributor,YES,APPROVED,2026-08-05T13:04:43.751357Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4997.webp,image/webp,1200,1200,63218,E9183AA3677C8CBA0BEBDE6182D9A49306440F81507F3D94C3BFC704CFB46D60,Angham Second Song
125,ARD-4999,,https://www.lattafa.my/perfumes/lattafa/sheikh-al-shuyukh-supreme/,https://www.lattafa.my/cdn/sheikh-al-shuyukh-supreme-by-lattafa-100ml-10/product/?f=webp&name=lattafa-sheikh-al-shuyukh-supreme-by-lattafa-100ml-blue-box-gold-cap-man-portrait.webp,official_distributor,YES,APPROVED,2026-08-05T13:04:44.531895Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4999.webp,image/webp,1200,1200,119974,6D750CA7A2B5BC93C7F11BDF7510B8E65317868A8B0001EB6435C913F77C3CB8,Sheikh Al Shuyukh Supreme
126,ARD-5050,,https://www.lattafa-usa.com/products/jouri,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/30.png?v=1777559948,official_distributor,YES,APPROVED,2026-08-05T13:04:45.481692Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-5050.webp,image/webp,1200,1200,83566,6A961FDDEC1A7B64FBF16F2022D9B041109DEB046A2893D508BED9E1C49FCCA7,Jouri
129,ARD-5157,,https://www.lattafa-usa.com/products/mishlah,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/6463AB70-3C3B-4A2B-A59F-83F9B3FFA84F.png?v=1769929242,official_distributor,YES,APPROVED,2026-08-05T13:04:46.235001Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-5157.webp,image/webp,1200,1200,21504,34F19F588E07AD6C64FE8AD427AA6047C03A963D1F5C9083290393566D4EB5EE,Mishlah
130,ARD-5159,عطر رغد 100 مل,https://www.lattafa-usa.com/products/raghad,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/3_0d064ecc-716a-4f57-8ac5-13fa10e3bee8.png?v=1784906154,official_distributor,YES,APPROVED,2026-08-05T13:06:34.549529Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-5159.webp,image/webp,1200,1200,168020,AF57071AE8C5DB37E43294938AA39E8BAACDEFE6F29DD2E42720C83CF74A5D4F,official_sitemap score=1.0 raghad
131,ARD-561,,https://lattafa.com/product/washwashah-deo-200-ml/,https://cdn.shopify.com/s/files/1/0838/8673/5643/files/ARD-BS-Washawash.jpg?v=1731768479,reputable_retailer,YES,APPROVED,2026-08-05T13:04:47.084894Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-561.webp,image/webp,1200,1200,43630,B60AF1D71CD495C861FEE93D390F27F50D5D2705D0F91A12451DFBD41F1AA5AB,Washwashah deo 200
132,ARD-562,,https://lattafa.com/ar/product/ana-abiyedh-deodorant-200ml/,https://cdn.shopify.com/s/files/1/0838/8673/5643/files/Ana-Abiyedh-White-BodySpray.jpg?v=1731429034,reputable_retailer,YES,APPROVED,2026-08-05T13:04:47.868862Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-562.webp,image/webp,1200,1200,20472,FDFFAE8225F426D9D98184A5BBDB752D0BA166B72430DBD7D1F40BCA7DCC2442,Ana Abiyedh deo 200
134,ARD-870,معطر جسم محاسن كرستال,https://souqrima.com/products/lattafa-mahasin-crystal-deodorant-perfumed-spray-200ml,http://souqrima.com/cdn/shop/files/ARD-BS-Mahasin-crystal-red._0b38490c-252d-47bc-b470-b798e83080c2.jpg?v=1731766282,reputable_retailer,YES,APPROVED,2026-08-05T13:26:30.504873Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-870.webp,image/webp,1200,1200,50982,B2607E0B1AAE1EAA5FA0BA12543783E351F192E1852CC2766B9B9000975353B3,lattafa-mahasin-crystal-deodorant-perfumed-spray-200ml
135,ARD-871,معطر جسم رغبة,https://beautyhouse.com/products/lattafa-raghba-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/02q2fthtgo.png?v=1723931499&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:23:48.763675Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-871.webp,image/webp,1200,1200,74604,998A8DA62F2E5819CEFF6BDE9ABB537566B65E487C6FF83FEF681268CCA14368,body/af lattafa-raghba-deodorant-spray-for-everyone
137,ARD-1092,معطر جسم ريس,https://beautyhouse.com/products/lattafa-raees-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/026prlukwh.png?v=1723931481&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:23:53.787389Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1092.webp,image/webp,1200,1200,40448,7BBD74885EB92CB4C32548BEC09290676CF52954B16AB2C5B35D2F4FBC5A0DDD,body/af lattafa-raees-deodorant-spray-for-everyone
138,ARD-1871,معطر محاسن كرستال بنفسجي,https://www.intenseoud.com/products/mahasin-crystal-violet-deodorant-200ml-by-lattafa,http://www.intenseoud.com/cdn/shop/files/3_60ed5eb7-686e-4b69-8f5f-89fa0c00056f.png?v=1774588496,reputable_retailer,YES,APPROVED,2026-08-05T13:26:32.289845Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1871.webp,image/webp,1200,1200,58218,F817B9754122D8B576134BC6E976CB12686F2D6632832193ACAC644828EF2F09,mahasin-crystal-violet-deodorant-200ml-by-lattafa
139,ARD-1881,معطر شيخ الشيوخ خصوصي,https://www.houseoffaith.com.au/fragrance/sheikh-al-shuyukh-khususi-deodorant-200ml/,https://cdn11.bigcommerce.com/s-aevi4tve01/products/830/images/1588/a422bee1ce86c0941c529d7e628d4401__18744.1658029364.386.513.png?c=2,reputable_retailer,YES,APPROVED,2026-08-05T13:26:34.190438Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1881.webp,image/webp,600,600,19444,286FADE1289FEBA90501908AD075144C4C0EAFD5A1E24635B1998B83F0D0380A,
140,ARD-1884,معطر خالص عود,https://beautyhouse.com/products/lattafa-pure-oudi-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/02fbkkzgof.png?v=1723931283&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:23:57.226281Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1884.webp,image/webp,1200,1200,110926,40358AFBB446240A9D417FBBB2D853009D47152B2FB74FEE60FD76F7467F756F,body/af lattafa-pure-oudi-deodorant-spray-for-everyone
141,ARD-1885,معطر جسم الدر المكنون,https://beautyhouse.com/products/lattafa-al-dur-al-maknoon-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/01ohufeh2s.png?v=1723929449&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:23:59.470724Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1885.webp,image/webp,1200,1200,52214,CDFE1F56B3F14D6553922FDC185DF127EBC221FDABC74440B7FB9BFF9827E5A8,body/af lattafa-al-dur-al-maknoon-deodorant-spray-for-everyone
142,ARD-1886,معطر جسم 24 قيراط ذهبي,https://beautyhouse.com/products/lattafa-24-carat-pure-gold-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/02tcfeu0wg.png?v=1723929183&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:01.666047Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1886.webp,image/webp,1200,1200,33562,73E2D1F39E846083C4ABDC1C59E9ABEB4C2F388A25F703A0110E8CD5514A925F,body/af lattafa-24-carat-pure-gold-deodorant-spray-for-everyone
144,ARD-2314,معطر جسم لطافة ماهر,https://www.intenseoud.com/products/maahir-air-freshener-300ml-by-lattafa,http://www.intenseoud.com/cdn/shop/products/maahir_936bccca-a361-4936-9e47-2baf0b1498c1.png?v=1774620858,reputable_retailer,YES,APPROVED,2026-08-05T13:26:35.661809Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2314.webp,image/webp,600,600,11514,6C2341633E8BC228A6AC0B71CE4BB7DDDFB97C6B456B8D69CF22D363BC4510F7,maahir-air-freshener-300ml-by-lattafa
145,ARD-2315,معطر جسم لطافة رائد لوكس,https://beautyhouse.com/products/lattafa-raed-luxe-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/01e2lywypf.png?v=1723931427&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:06.593218Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2315.webp,image/webp,1200,1200,67992,F1D66C335ECC0C13DBF1762DE5C49900523BF87D75DD3A563C2F5971C16B49CE,body/af lattafa-raed-luxe-deodorant-spray-for-everyone
146,ARD-2316,معطر جسم لطافة بديع العود,https://beautyhouse.com/products/lattafa-badee-al-oud-oud-for-glory-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/01_48e9216d-b38b-4f8f-9d0f-62537b738b62.png?v=1733764720&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:08.734086Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2316.webp,image/webp,1200,1200,65596,1E21B133342803F6F6E2F526DA1D0B146B0ABBEB081BD24B89AF6D20542C8B2D,body/af lattafa-badee-al-oud-oud-for-glory-deodorant-spray-for-everyone
147,ARD-2317,معطر جسم لطافة حياتي,https://www.islamicplace.com/products/hayaati-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd8_4142536c-6bb4-476d-b1c6-b4e0115c3c7d_600x.jpg?v=1758231662,reputable_retailer,YES,APPROVED,2026-08-05T13:24:10.569553Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2317.webp,image/webp,1200,1200,65246,2CBDC00984E387589133A107C28C95F06D53F624204B6B79AA141D67A936CA87,body/af hayaati-perfumed-deodorant-spray-200-ml-by-lattafa
148,ARD-2318,معطر جسم لطافة مسك سلامة,https://tripletraders.com/products/musk-salama-perfumed-body-spray-by-lattafa-200ml-6-67-fl-oz,http://tripletraders.com/cdn/shop/products/musk-salama-perfumed-spray-by-lattafa-perfumed-spray_1200x1200.jpg?v=1655751799,reputable_retailer,YES,APPROVED,2026-08-05T13:39:20.430410Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2318.webp,image/webp,1200,1200,172814,C817C22603012013757F0ECF2788D20AB784FB575C53F4F86AB771D79EBC9FF5,Musk Salama 200ml can
149,ARD-2319,معطر جسم لطافة رمز لطافة ذهبي,https://alrashad.com/products/ramz-lattafa-deodorant-perfumed-spray-200-ml-6-67-fl-oz-by-lattafa,http://alrashad.com/cdn/shop/products/ramz_lattafa_deo_200ml_1024x.png?v=1668635283,reputable_retailer,YES,APPROVED,2026-08-05T13:39:20.844713Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2319.webp,image/webp,600,600,9240,DC686DA399DEF10FB5757316907221BA3AD1660B78D4C4711FA7BBBDFE71E241,Ramz Gold 200ml can
150,ARD-2321,معطر جسم لطافة فلفت عود,https://beautyhouse.com/products/lattafa-velvet-oud-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/02vs26axki.png?v=1723932183&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:14.230915Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2321.webp,image/webp,1200,1200,27512,642BBDFFAAF273E2E96405DD3D5750576B9B7797C1A9C0F618768667B54BFC5D,body/af lattafa-velvet-oud-deodorant-spray-for-everyone
151,ARD-2323,معطر جسم لطافة يارا,https://www.islamicplace.com/products/yara-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd1_054af9fb-68e1-49e1-a8cc-8a54102c1005_600x.jpg?v=1758231391,reputable_retailer,YES,APPROVED,2026-08-05T13:24:16.539202Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2323.webp,image/webp,1200,1200,92830,F22583F9EF9BA7E1D150E58EDF5BFFAA84193B137348B6A3DEA602D9D12E1D4A,body/af yara-perfumed-deodorant-spray-200-ml-by-lattafa
152,ARD-2667,معطر جسم ثريا 200 مل,https://beautyhouse.com/products/lattafa-thuraya-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/011809pe2z.png?v=1723932164&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:18.501096Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2667.webp,image/webp,1200,1200,52370,5FDDA8B33B803D74816C8907D16B928709BCED57C6C890CE4DA1A142DC4707DD,body/af lattafa-thuraya-deodorant-spray-for-everyone
153,ARD-2668,معطر جسم افكار 200 مل,https://beautyhouse.com/products/lattafa-afkaar-perfumed-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/01vd3h5l3i.png?v=1732665617&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:39:21.674159Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2668.webp,image/webp,1200,1200,53498,608EFCB1016FA615A7A41FF8DE1F0D9095A4C23B7206A25EEF82562C76DDB88E,Afkaar 200ml can
154,ARD-2669,معطر جسم انا الابيض بودري 200 مل,https://swedishface.com/en/lattafa-perfumes-ana-abiyedh-poudree-deodorant-spray-200ml,https://swedishface.com/image/cache/data/lattafa/lattafa-perfumes-ana-abiyedh-poudree-deodorant-spray-200ml-1200x1200.jpg,reputable_retailer,YES,APPROVED,2026-08-05T13:39:22.236794Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2669.webp,image/webp,1200,1200,45918,CC273D3FDEC83760F3FA6CCF7D1F2A284994D53A0BFD11698EAFF24EA348E250,Ana Abiyedh Poudree 200ml
155,ARD-2670,معطر جسم اصحاب 200 مل,https://beautyhouse.com/products/lattafa-ashaab-deodorant-spray-for-everyone,http://beautyhouse.com/cdn/shop/files/02epaswhdh.png?v=1723929779&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:39:23.004046Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2670.webp,image/webp,1200,1200,54006,FC72D25F1332367E79215003B725B3C3CE356F9D9604A310CACAD271FAD7A686,Ashaab 200ml can
158,ARD-2675,معطر جسم وصف 200 مل,https://en.vesira.com/lattafa-wasaf-desodorante-spray-200-ml-77139,https://cdn.vesira.com/media/catalog/product/cache/5/image/650x/040ec09b1e35df139433887a97daa66f/l/a/lattafa-wasaf-desodorante-spray-200-ml.jpg,reputable_retailer,YES,APPROVED,2026-08-05T13:39:23.471988Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2675.webp,image/webp,1200,1200,24034,21B5D7A92004EFC8652592D6D2E3DBC2E1A3E7DCC80CD8DC61E5A20BC6439E21,Wasaf 200ml can
159,ARD-2970,معطر جسم اميرة العرب,https://www.islamicplace.com/products/ameerat-al-arab-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd10_600x.jpg?v=1758231999,reputable_retailer,YES,APPROVED,2026-08-05T13:24:19.889100Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2970.webp,image/webp,1200,1200,69440,1A76B332CEE5ACCB3081641A4D8C506F122BBE42867797F030298D4026570732,body/af ameerat-al-arab-perfumed-deodorant-spray-200-ml-by-lattafa
160,ARD-3262,معطر يارا موي 200 مل,https://www.islamicplace.com/products/yara-moi-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd4_f23a200a-6451-4ca0-82c2-c8a010d91a75_600x.jpg?v=1758231333,reputable_retailer,YES,APPROVED,2026-08-05T13:24:21.209915Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3262.webp,image/webp,1200,1200,99798,3F6C368CE8909C1B545D458960B466217332C572B9153D607C43B201709796AE,body/af yara-moi-perfumed-deodorant-spray-200-ml-by-lattafa
161,ARD-3273,معطر ميار 200 مل,https://www.islamicplace.com/products/mayar-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd23_600x.jpg?v=1758231883,reputable_retailer,YES,APPROVED,2026-08-05T13:24:23.283086Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3273.webp,image/webp,1200,1200,66874,5BFD87F3F43144A059DCB2201DFAAC89C421B1A71E6EFD4457CEAE0D3B6567EB,body/af mayar-perfumed-deodorant-spray-200-ml-by-lattafa
162,ARD-3275,معطر مهرة 200 مل,https://www.islamicplace.com/products/mohra-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd14_600x.jpg?v=1758231552,reputable_retailer,YES,APPROVED,2026-08-05T13:24:25.325484Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3275.webp,image/webp,1200,1200,74646,1A06E276622B1F66E8BCFE402BA9832285B864C60A62A0188D7AD2601E0588AF,body/af mohra-perfumed-deodorant-spray-200-ml-by-lattafa
163,ARD-3279,معطر فلفت روز 200 مل,https://beautyhouse.com/products/lattafa-velvet-rose-deodorant-spray-for-women,http://beautyhouse.com/cdn/shop/files/02yktezqfb.png?v=1777577454&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:39:27.019911Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3279.webp,image/webp,1200,1200,42710,F226BCCA734CBC3A03CCF2BC39691998BE9E5ECB4F51F4016446F1C9680AD016,Velvet Rose 200ml can
164,ARD-3280,معطر خمرة 200 مل,https://www.islamicplace.com/products/khamrah-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd17_600x.jpg?v=1758232138,reputable_retailer,YES,APPROVED,2026-08-05T13:24:27.195873Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3280.webp,image/webp,1200,1200,75762,78C9689209B18404E54B2A6F5AF5D8598B760CB6F79558A75E7144A5A4F826E5,body/af khamrah-perfumed-deodorant-spray-200-ml-by-lattafa
165,ARD-3282,معطر عزيزة 200 مل,https://www.islamicplace.com/products/azeezah-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd22_600x.jpg?v=1758231972,reputable_retailer,YES,APPROVED,2026-08-05T13:39:27.660569Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3282.webp,image/webp,1200,1200,96662,2E3517AB3BC2329E6EFB7EA4052DA5AA5A672423B5561343C86A8D8E16B771A7,Azeezah 200ml can
166,ARD-3283,معطر اجود 200 مل,https://www.islamicplace.com/products/ajwad-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd24_600x.jpg?v=1758231850,reputable_retailer,YES,APPROVED,2026-08-05T13:24:29.681065Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3283.webp,image/webp,1200,1200,96016,FC6C3BAFCD43E89BAA2C8D5DE27B66690147C34344FC8942989F2CBE1EC43A70,body/af ajwad-perfumed-deodorant-spray-200-ml-by-lattafa
167,ARD-3284,معطر شهد 200 مل,https://www.islamicplace.com/products/shahd-perfumed-deodorant-spray-200-ml-by-lattafa,https://www.islamicplace.com/cdn/shop/files/pfd19_600x.jpg?v=1758231425,reputable_retailer,YES,APPROVED,2026-08-05T13:24:31.491701Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3284.webp,image/webp,1200,1200,59284,FCD844089D56980ED6CAA018C62C06FDD906AECFDEBE9CE63A4D4D3D04E64C8F,body/af shahd-perfumed-deodorant-spray-200-ml-by-lattafa
168,ARD-3900,معطر جسم رمز لطافة سلفر 200 مل,https://perfumeonline.ca/products/ramz-lattafa-silver,http://perfumeonline.ca/cdn/shop/products/Ramz-Lattafa-Silver_grande.png?v=1633448904,reputable_retailer,YES,APPROVED,2026-08-05T13:26:38.238899Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3900.webp,image/webp,600,600,39146,91225E99DE89750CBD383B65AF2EEC9D0E47B8694D4744B38A947D73ABCAC1EE,ramz-lattafa-silver
169,ARD-4157,معطر جسم ماهر لاغاسي 200 مل,https://www.islamicplace.com/products/maahir-legacy-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd18.jpg?v=1758232105,reputable_retailer,YES,APPROVED,2026-08-05T13:12:08.322511Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4157.webp,image/webp,1200,1200,57548,5175E700AD567C29557D967EEC86133A3EB6D0A681F64837AFA10C7173A1E7A7,Maahir Legacy 200ml
170,ARD-4158,معطر جسم عود مود 200 مل,https://beautyhouse.com/products/lattafa-oud-mood-deodorant-spray-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01_3596cf82-7663-4e09-93ae-3320d0a3578f.png?v=1746046559,reputable_retailer,YES,APPROVED,2026-08-05T13:12:08.963699Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4158.webp,image/webp,1200,1200,42962,326E15D6970F9417A4DA9B2B96896B41629D584C4B17C9283DC323E92F8DF56B,Oud Mood 200ml
171,ARD-4212,معطر جسم لطافة فخر لطافة رجالي,https://www.islamicplace.com/products/fakhar-for-men-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd12_f7a7090b-cbe0-448d-bd2f-4ea997900fbd.jpg?v=1758231746,reputable_retailer,YES,APPROVED,2026-08-05T13:12:10.282945Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4212.webp,image/webp,1200,1200,94068,64378AAD958169857EF4065FA43B8F3D3F39BF984594FA0353479E77EE0A8CAE,Fakhar Men 200ml
172,ARD-4239,معطر جسم اسد 200 مل,https://www.islamicplace.com/products/asad-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd16.jpg?v=1758232049,reputable_retailer,YES,APPROVED,2026-08-05T13:12:11.577404Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4239.webp,image/webp,1200,1200,92646,797B170CEAB2B2A351E578C88EB150BC4BEBCAB70C92697906D4C9BC83E210E8,Asad 200ml
173,ARD-4242,معطر يارا توس 200 مل,https://www.islamicplace.com/products/yara-tous-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd3.jpg?v=1758231266,reputable_retailer,YES,APPROVED,2026-08-05T13:12:12.904661Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4242.webp,image/webp,1200,1200,85556,AFBF508FBBC3D1617D3A50BE380C0FE1381F0FE7CE1F27DD05F8070506716CA9,Yara Tous 200ml
174,ARD-4265,معطر جسم بديع العود احمر 200 مل,https://beautyhouse.com/products/lattafa-badee-al-oud-amethyst-deodorant-spray-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/02zlz07gbq.png?v=1747436915,reputable_retailer,YES,APPROVED,2026-08-05T13:12:13.795097Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4265.webp,image/webp,1200,1200,81316,D0ACE66EE5BA7AEE2999954AF6CA317BE54106AF981234584DDD9E3C1E13EDED,Badee Amethyst 200ml
175,ARD-4266,معطر جسم بديع العود هونور الابيض 200 مل,https://www.islamicplace.com/products/badee-al-oud-honor-and-glory-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd7.jpg?v=1758231809,reputable_retailer,YES,APPROVED,2026-08-05T13:12:15.115512Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4266.webp,image/webp,1200,1200,98434,AA37562C11CB388ED0AE484914DB49ECBD18BB23ACAC337E7EED3E6AD7B1B031,Honor Glory deo 200ml
176,ARD-4329,معطر اسد زينزبار 200 مل,https://beautyhouse.com/products/lattafa-asad-zanzibar-deodorant-spray-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01fvcelbl0_daa1a468-3c9f-4cfd-b079-5865fea1262a.png?v=1747774323,reputable_retailer,YES,APPROVED,2026-08-05T13:12:15.951375Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4329.webp,image/webp,1200,1200,54656,7B77449EE1DEC47276DDC06424E650968BA68FB607CDFB022C294800F05B8925,Asad Zanzibar 200ml
177,ARD-4330,معطر ميار ناتورال انتنس 200 مل,https://beautyhouse.com/products/lattafa-mayar-natural-intense-deodorant-spray-for-women,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01sz15jcpq.png?v=1747775065,reputable_retailer,YES,APPROVED,2026-08-05T13:12:16.731762Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4330.webp,image/webp,1200,1200,42830,EAF339839EEEBC4F0E0F0919FD6FFD4948F3B69BC2A91B17352BB294ED7094FA,Mayar NI deo 200ml
178,ARD-4461,معطر اكلاير 200 مل,https://beautyhouse.com/products/lattafa-eclaire-perfumed-deodorant-spray-for-women,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/02kelkwkca.png?v=1765572532,reputable_retailer,YES,APPROVED,2026-08-05T13:12:17.330618Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4461.webp,image/webp,1200,1200,27564,7519119E3D2243F6C3B30EA810AE17D98E2493BC70393FC1557399D7AD8A64AD,Eclaire deo 200ml
179,ARD-4490,معطر خمرة قهوه 200 مل,https://beautyhouse.com/products/lattafa-khamrah-qahwa-deodorant-spray-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01j6o9ul5v.png?v=1750454436,reputable_retailer,YES,APPROVED,2026-08-05T13:12:17.886288Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4490.webp,image/webp,1200,1200,38374,E5CCEEED78CC79A4F52FF4705B663118542EDF90A283D70E797303330037684C,Khamrah Qahwa 200ml
